Store_Code,Date,Product_Code,Sales_Qty
W358,09/02/19,19FEW11666B-110848-12,1
W421,10/02/19,19FEW11666B-110848-12,1
W178,08/02/19,19FEW11666B-110848-14,1
W358,08/02/19,19FEW11666B-110848-14,1
W454,08/02/19,19FEW11666B-110848-14,1
W421,09/02/19,19few11666b-110848-14,1
W473,10/02/19,19FEW11666B-110848-14,1
W445,09/02/19,19FEW11666B-110848-6,1
W445,10/02/19,19FEW11666B-110848-8,1
W334,10/02/19,19FEW11668-110855-12,1
W471,10/02/19,19FEW11668-110855-14,1
W178,09/02/19,19FEW11668-110855-16,1
W425,10/02/19,19FEW11672-111414-10,1
W445,10/02/19,19FEW11672-111414-12,1
W471,10/02/19,19FEW11672-111414-14,1
W471,10/02/19,19FEW11672-111414-16,1
W178,10/02/19,19FEW11673-110835-10,1
W178,08/02/19,19FEW11673-110835-12,1
W460,08/02/19,19FEW11673-110835-14,1
W421,10/02/19,19FEW11673-110835-14,1
W334,08/02/19,19FEW11673-110835-16,1
W421,08/02/19,19FEW11673-110835-16,1
W460,08/02/19,19FEW11673-110835-16,1
W445,10/02/19,19FEW11673-110835-16,1
W421,08/02/19,19FEW11673-110835-18,1
W178,10/02/19,19FEW11673-110835-8,1
W460,09/02/19,19FEW11674-110851-10,1
W454,08/02/19,19FEW11674-110851-12,1
W473,09/02/19,19FEW11674-110851-12,1
W454,10/02/19,19FEW11674-110851-16,1
W358,08/02/19,19FEW11674-110851-8,1
W471,08/02/19,19FEW11674-110851-8,1
W460,09/02/19,19FEW11674-111530-10,1
W421,09/02/19,19FEW11674-111530-14,1
W460,09/02/19,19FEW11674-111530-14,1
W243,10/02/19,19FEW11674-111530-16,1
W425,09/02/19,19FEW11674-111530-6,1
W460,10/02/19,19FEW11674-111530-6,-1
W358,08/02/19,19FEW11674-111530-8,1
W421,10/02/19,19FEW11674-111530-8,1
W425,10/02/19,19FEW11674-111530-8,1
W460,08/02/19,19FEW11675-110868-12,1
W334,09/02/19,19FEW11675-110868-12,1
W454,09/02/19,19FEW11675-110868-12,1
W460,09/02/19,19FEW11675-110868-12,1
W178,10/02/19,19FEW11675-110868-12,1
W445,09/02/19,19FEW11675-110868-6,1
W460,10/02/19,19FEW11675-110868-8,-1
W460,10/02/19,19FEW11676-110854-10,-1
W460,10/02/19,19FEW11676-110854-12,-1
W425,08/02/19,19FEW11676-110854-16,1
W460,09/02/19,19FEW11676-110854-18,1
W178,10/02/19,19FEW11676-110854-6,1
W454,10/02/19,19FEW11676-110854-8,1
W421,08/02/19,19FEW11677-110881-10,1
W460,09/02/19,19FEW11677-110881-10,1
W454,08/02/19,19FEW11677-110881-14,1
W421,09/02/19,19FEW11677-110881-14,1
W460,09/02/19,19FEW11677-110881-18,1
W243,10/02/19,19FEW11677-110881-8,1
W471,09/02/19,19FEW11679-110856-12,1
W334,09/02/19,19FEW11679-110856-14,1
W421,08/02/19,19FEW11680-111455-10,1
W358,08/02/19,19FEW11680-111455-14,1
W460,09/02/19,19FEW11680-111455-18,1
W421,10/02/19,19FEW11686-110827-10,1
W178,08/02/19,19FEW11686-110827-12,1
W421,09/02/19,19FEW11686-110827-12,1
W460,08/02/19,19FEW11686-110827-6,1
W460,09/02/19,19FEW11686-110827-8,1
W421,09/02/19,19FEW11687-111415-18,1
W473,10/02/19,19FEW11687-111415-18,1
W445,09/02/19,19FEW11689-110870-10,1
W454,09/02/19,19FEW11689-110870-10,1
W460,09/02/19,19FEW11689-110870-10,1
W460,09/02/19,19FEW11689-110870-10,1
W473,09/02/19,19FEW11689-110870-10,1
W445,09/02/19,19FEW11689-110870-12,1
W178,10/02/19,19FEW11689-110870-14,1
W460,09/02/19,19FEW11689-110870-16,1
W243,09/02/19,19FEW11689-110870-6,1
W460,08/02/19,19FEW11690-110832-10,1
W334,09/02/19,19FEW11690-110832-12,1
W425,10/02/19,19FEW11690-110832-12,1
W473,10/02/19,19FEW11690-110834-18,1
W454,10/02/19,19FEW11690-110834-8,1
W454,08/02/19,19FEW11691-110853-14,1
W421,09/02/19,19FEW11691-110853-16,1
W421,10/02/19,19FEW11691-110853-18,1
W243,09/02/19,19FEW11693-110864-12,1
W358,09/02/19,19FEW11693-110864-12,1
W460,09/02/19,19FEW11693-110864-12,1
W334,10/02/19,19FEW11693-110864-12,1
W334,09/02/19,19FEW11693-110864-14,1
W243,10/02/19,19FEW11693-110864-14,1
W425,10/02/19,19FEW11693-110864-14,1
W460,10/02/19,19FEW11693-110864-14,1
W334,08/02/19,19FEW11693-110864-16,-1
W460,08/02/19,19FEW11693-110864-16,1
W421,08/02/19,19FEW11693-110864-18,1
W334,08/02/19,19FEW11693-110864-6,1
W243,10/02/19,19FEW11693-110864-6,1
W473,08/02/19,19FEW11693-110864-8,1
W358,10/02/19,19FEW11693-110864-8,1
W471,08/02/19,19FEW11694-110849-10,1
W460,09/02/19,19FEW11694-110849-10,1
W243,09/02/19,19FEW11694-110849-12,1
W243,09/02/19,19FEW11694-110849-12,-1
W460,09/02/19,19FEW11694-110849-12,1
W473,10/02/19,19FEW11694-110849-12,1
W473,10/02/19,19FEW11694-110849-12,1
W243,09/02/19,19FEW11694-110849-14,1
W334,10/02/19,19FEW11694-110849-14,1
W421,09/02/19,19FEW11694-110849-16,1
W460,10/02/19,19FEW11694-110849-16,1
W425,08/02/19,19FEW11694-110849-18,1
W460,09/02/19,19FEW11694-110849-18,1
W243,09/02/19,19FEW11694-110849-6,1
W421,09/02/19,19FEW11694-110849-8,1
W178,10/02/19,19FEW11694-110849-8,1
W473,10/02/19,19FEW11770-110746-18,1
W460,08/02/19,19FEW11770-110746-6,1
W243,08/02/19,19FEW11770-110748-10,1
W178,10/02/19,19FEW11770-110748-6,1
W421,08/02/19,19FEW11771-110752-10,1
W454,08/02/19,19FEW11771-110752-10,1
W334,09/02/19,19FEW11771-110752-10,1
W445,10/02/19,19FEW11771-110752-14,1
W334,08/02/19,19FEW11771-110752-16,1
W425,10/02/19,19FEW11772-110772-16,1
W421,09/02/19,19FEW11772-110772-18,1
W243,10/02/19,19FEW11775-110766-16,1
W178,10/02/19,19FEW11775-110767-12,1
W178,09/02/19,19FEW11776-110774-12,1
W421,08/02/19,19FEW11777-110773-10,1
W421,09/02/19,19FEW11777-110773-12,1
W421,10/02/19,19FEW11777-110773-14,1
W425,09/02/19,19FEW11777-110773-16,1
W445,10/02/19,19FEW11778-110744-12,1
W358,08/02/19,19FEW11778-110744-14,1
W454,09/02/19,19FEW11778-110744-14,1
W358,10/02/19,19FEW11778-110744-14,1
W471,08/02/19,19FEW11778-110744-8,1
W454,10/02/19,19FEW11778-110744-8,-1
W178,08/02/19,19FEW11786-310610-10,1
W454,08/02/19,19FEW11786-310610-16,1
W243,09/02/19,19FEW11790-110776-10,1
W421,09/02/19,19FEW11796-210595-10,1
W421,10/02/19,19FEW11796-210595-10,1
W454,10/02/19,19FEW11796-210595-10,1
W421,09/02/19,19FEW11796-210595-8,1
W243,09/02/19,19FEW11801-310369-12,1
W358,09/02/19,19FEW11801-310369-12,1
W460,09/02/19,19FEW11801-310369-16,1
W178,10/02/19,19FEW11801-310369-16,1
W421,10/02/19,19FEW11801-310369-18,1
W421,09/02/19,19FEW12060-110831-14,1
W421,09/02/19,19FEW12060-110831-16,1
W421,10/02/19,19FEW12060-110831-8,1
W425,10/02/19,19FEW12061-110882-10,1
W454,08/02/19,19FEW12061-110882-12,1
W421,08/02/19,19FEW12061-110882-14,1
W178,08/02/19,19FEW12061-110882-6,1
W421,08/02/19,19FEW12061-110882-8,1
W421,08/02/19,19FEW12069-110828-10,1
W178,09/02/19,19FEW12069-110828-10,1
W178,08/02/19,19FEW12069-110828-12,1
W421,08/02/19,19FEW12069-110828-12,1
W454,08/02/19,19FEW12069-110828-12,1
W421,10/02/19,19FEW12069-110828-14,1
W454,08/02/19,19FEW12069-110828-16,1
W421,09/02/19,19FEW12069-110828-8,1
W421,09/02/19,19FEW12069-110828-8,1
W460,10/02/19,19FEW12143-211282-8,1
W460,10/02/19,19FEW12143-211540-8,1
W454,10/02/19,19FEW12143-211563-12,-1
W421,08/02/19,19FEW17801-51435-10,1
W334,09/02/19,19FEW17801-51435-10,1
W425,10/02/19,19FEW17801-51435-12,1
W471,10/02/19,19FEW17801-51435-12,1
W358,08/02/19,19FEW17801-51435-14,1
W421,09/02/19,19FEW17801-51435-16,1
W421,10/02/19,19FEW17802-51427-10,1
W243,10/02/19,19FEW17802-51427-14,1
W460,08/02/19,19FEW17802-51427-16,1
W421,09/02/19,19FEW17802-51427-16,1
W460,09/02/19,19FEW17802-51427-6,1
W178,10/02/19,19FEW17802-51427-6,1
W421,10/02/19,19FEW17802-51427-6,1
W421,09/02/19,19FEW17802-51427-8,1
W178,10/02/19,19FEW17802-51427-8,1
W421,08/02/19,19FEW17807-51458-10,1
W421,10/02/19,19FEW17810-51422-10,1
W178,10/02/19,19FEW17810-51422-12,1
W421,10/02/19,19FEW17810-51422-12,1
W178,08/02/19,19FEW17810-51422-14,1
W421,08/02/19,19FEW17810-51422-14,-1
W421,09/02/19,19FEW17810-51422-14,1
W421,09/02/19,19FEW17810-51422-16,1
W421,09/02/19,19FEW17810-51422-8,1
W425,10/02/19,19FEW17818-51432-12,1
W471,08/02/19,19FEW17818-51432-8,1
W421,10/02/19,19FEW17822-12174-8,1
W421,08/02/19,19FEW17928-310526-10,1
W178,10/02/19,19FEW17928-310526-10,1
W358,10/02/19,19FEW17928-310526-10,1
W473,10/02/19,19FEW17928-310526-10,1
W178,09/02/19,19FEW17928-310526-12,1
W358,08/02/19,19FEW17928-310526-14,1
W421,08/02/19,19FEW17928-310527-10,1
W460,08/02/19,19FEW17928-310527-12,1
W334,09/02/19,19FEW17928-310527-14,1
W454,10/02/19,19FEW17928-310527-14,1
W471,08/02/19,19FEW17928-310527-6,1
W178,10/02/19,19FEW17928-310527-8,1
W425,10/02/19,19FEW17928-310527-8,1
W454,10/02/19,19FEW17928-310527-8,1
W421,08/02/19,19FEW17928-310528-10,1
W421,09/02/19,19FEW17928-310528-8,1
W445,09/02/19,19FEW17928-310528-8,1
W445,10/02/19,19FEW17928-310529-10,1
W460,10/02/19,19FEW17928-310529-12,1
W460,10/02/19,19FEW17928-310529-12,1
W421,08/02/19,19FEW17928-310529-18,1
W425,10/02/19,19FEW17928-310529-6,1
W425,10/02/19,19FEW50110-110845-WS,1
W243,10/02/19,19FEW50126-111423-WM,1
W421,09/02/19,19FEW50126-111423-WS,1
W421,09/02/19,19FEW60105-211338-WL,1
W334,09/02/19,19FEW60105-211338-WS,1
W421,09/02/19,19FEW60105-211338-WS,1
W178,10/02/19,19FEW60105-211338-WS,1
W454,08/02/19,19FEW60105-211389-WM,1
W421,09/02/19,19FEW60105-211390-WL,1
W178,09/02/19,19FEW60105-211391-WL,1
W178,09/02/19,19FEW60105-211391-WL,-1
W334,10/02/19,19FEW60105-211391-WL,1
W334,10/02/19,19FEW60105-211391-WL,1
W445,10/02/19,19FEW60105-211391-WL,1
W178,09/02/19,19FEW60105-211391-WM,1
W334,10/02/19,19FEW60105-211391-WM,1
W178,10/02/19,19FEW60105-211391-WS,1
W358,08/02/19,19FEW60105-211393-WL,1
W421,09/02/19,19FEW60105-211393-WL,1
W334,10/02/19,19FEW60105-211393-WM,1
W421,09/02/19,19FEW60105-211394-WL,1
W454,09/02/19,19FEW60105-211394-WL,1
W178,08/02/19,19FEW60105-211394-WM,1
W473,08/02/19,19FEW60105-211394-WM,1
W334,09/02/19,19FEW60105-211394-WM,1
W445,09/02/19,19FEW60105-211394-WM,1
W421,10/02/19,19FEW60105-211394-WM,1
W445,10/02/19,19FEW60105-211394-WM,1
W334,09/02/19,19FEW60105-211394-WS,1
W445,09/02/19,19FEW60105-211394-WS,1
W178,10/02/19,19FEW60105-211394-WS,-1
W454,09/02/19,19FEW60151-211528-12,1
W243,10/02/19,19FEW60151-211558-14,1
W421,09/02/19,19FEW60151-211558-8,1
W178,10/02/19,19FEW60151-211558-8,1
W454,09/02/19,19FEW60151-211562-12,1
W460,09/02/19,19FEW60151-211562-16,1
W445,08/02/19,19FEW60234-210719-12,1
W445,09/02/19,19FEW60234-210719-16,1
W460,10/02/19,19FEW60234-211558-8,1
W460,08/02/19,19FEW60234-211562-12,1
W421,09/02/19,19FEW60281-111530-WG,1
W421,09/02/19,19FEW60281-111530-WG,1
W460,09/02/19,19FEW60281-111530-WL,1
W421,08/02/19,19FEW60281-111530-WM,1
W243,09/02/19,19FEW60281-111530-WM,1
W243,09/02/19,19FEW60281-111530-WM,1
W243,09/02/19,19FEW60281-111530-WM,-1
W445,09/02/19,19FEW60281-111530-WM,1
W473,09/02/19,19FEW60281-111530-WM,1
W460,10/02/19,19FEW60281-111530-WM,1
W178,08/02/19,19FEW60281-111530-WS,1
W471,08/02/19,19FEW60281-111530-WS,1
W421,10/02/19,19FEW60281-111530-WS,1
W454,10/02/19,19FEW60281-111530-WS,-1
W178,10/02/19,19FEW60283-211370-WL,1
W460,10/02/19,19FEW60283-211370-WL,1
W358,09/02/19,19FEW60283-211370-WM,1
W460,09/02/19,19FEW60283-211370-WS,1
W471,10/02/19,19FEW60284-110858-WL,1
W471,09/02/19,19FEW60284-110858-WM,1
W421,09/02/19,19FEW60286-210403-WL,1
W460,08/02/19,19FEW60287-210791-WL,1
W454,09/02/19,19FEW60319-111422-12,1
W454,08/02/19,19FEW60798-111424-WG,1
W178,08/02/19,19FEW60798-111424-WL,-1
W460,09/02/19,19FEW60798-111424-WM,1
W460,09/02/19,19FEW60798-111424-WM,1
W421,09/02/19,19FEW60798-111424-WS,1
W454,09/02/19,19FEW80132-111049-WFS,1
W473,10/02/19,19FEW80132-111049-WFS,1
W425,10/02/19,19FEW80134-211333-WFS,1
W421,09/02/19,19FEW80140-211332-WFS,1
W243,10/02/19,19FEW80140-211332-WFS,1
W421,09/02/19,19FEW80141-111022-WFS,1
W421,09/02/19,19FEW80141-111022-WFS,1
W421,09/02/19,19FEW80141-111022-WFS,1
W460,09/02/19,19FEW80141-111022-WFS,1
W178,10/02/19,19FEW80141-111022-WFS,1
W178,10/02/19,19FEW80141-111022-WFS,1
W460,10/02/19,19FEW80141-111022-WFS,1
W445,08/02/19,19FEW80145-111053-WFS,1
W178,09/02/19,19FEW80145-111053-WFS,1
W445,09/02/19,19FEW80145-111053-WFS,1
W334,10/02/19,19FEW80145-111053-WFS,1
W454,09/02/19,19FEW80145-111054-WFS,1
W460,09/02/19,19FEW80145-111054-WFS,1
W473,10/02/19,19FEW80145-111054-WFS,1
W178,08/02/19,19FEW80153-211365-WFS,1
W358,09/02/19,19FEW80153-211365-WFS,1
W243,10/02/19,19FEW80153-211365-WFS,1
W178,08/02/19,19FEW80154-211366-WFS,1
W358,08/02/19,19FEW80154-211366-WFS,1
W460,08/02/19,19FEW80154-211366-WFS,1
W425,10/02/19,19FEW80154-211366-WFS,1
W243,09/02/19,19FEW80155-111741-WFS,1
W243,09/02/19,19FEW80155-111741-WFS,-1
W243,09/02/19,19FEW80155-111741-WFS,1
W421,09/02/19,19FEW80155-111741-WFS,1
W445,09/02/19,19FEW80155-111741-WFS,1
W460,09/02/19,19FEW80155-111741-WFS,1
W471,09/02/19,19FEW80155-111741-WFS,1
W473,09/02/19,19FEW80155-111741-WFS,1
W178,08/02/19,19FEW80156-211368-WFS,1
W460,08/02/19,19FEW80156-211368-WFS,1
W421,09/02/19,19FEW80156-211368-WFS,1
W445,09/02/19,19FEW80156-211368-WFS,1
W421,09/02/19,19FEW80157-211369-WFS,1
W445,09/02/19,19FEW80157-211369-WFS,1
W445,09/02/19,19FEW80157-211369-WFS,1
W445,09/02/19,19FEW80157-211369-WFS,1
W243,10/02/19,19FEW80157-211369-WFS,1
W421,10/02/19,19FEW80157-211369-WFS,1
W425,08/02/19,19FEW81063-91966-WFS,1
W454,09/02/19,19FEW81063-91966-WFS,1
W334,09/02/19,19FEW81063-91967-WFS,1
W471,10/02/19,19FEW81063-91967-WFS,1
