Product_Code,WH_Qty,Date,WH
19FEW11959-111888-10,9,18/02/19,WD1
19FEW11967-211460-16,2,18/02/19,WD1
19FEW11968-111230-12,2,18/02/19,WD1
19FEW12034-P111608-14,4,18/02/19,WD1
19FEW17810-51422-6,8,18/02/19,WD1
19FEW60151-211277-14,7,18/02/19,WD1
19FEW60151-211539-18,10,18/02/19,WD1
19FEW60234-211277-8,3,18/02/19,WD1
19FEW11776-110787-12,3,18/02/19,WD1
19FEW11782-110756-12,2,18/02/19,WD1
19FEW11792-111409-6,8,18/02/19,WD1
19FEW11793-110764-18,9,18/02/19,WD1
19FEW11901-111312-10,5,18/02/19,WD1
19FEW11905-111095-12,7,18/02/19,WD1
19FEW11913-111282-12,7,18/02/19,WD1
19FEW11913-111282-18,3,18/02/19,WD1
19FEW11926-111284-10,6,18/02/19,WD1
19FEW11948-111463-8,6,18/02/19,WD1
19FEW11965-211121-12,0,18/02/19,WD1
19FEW12065-111263-18,7,18/02/19,WD1
19FEW12155-111069-14,8,18/02/19,WD1
19FEW17928-310527-6,7,18/02/19,WD1
19FEW60151-211340-8,8,18/02/19,WD1
19FEW60151-211563-10,5,18/02/19,WD1
19FEW60234-211539-8,7,18/02/19,WD1
19FEW60234-211562-12,8,18/02/19,WD1
19FEW60314-111420-14,6,18/02/19,WD1
19FEW60418-211121-14,3,18/02/19,WD1
19FEW60444-211146-WL,6,18/02/19,WD1
19FEW11493-110236-8,8,18/02/19,WD1
19FEW11499-110200-10,4,18/02/19,WD1
19FEW11542-211235-8,5,18/02/19,WD1
19FEW11542-211561-6,4,18/02/19,WD1
19FEW11630-110802-12,9,18/02/19,WD1
19FEW11662-110812-10,6,18/02/19,WD1
19FEW11673-110835-16,0,18/02/19,WD1
19FEW11675-110868-18,9,18/02/19,WD1
19FEW11676-110854-18,3,18/02/19,WD1
19FEW11691-110853-16,2,18/02/19,WD1
19FEW11735-211438-12,2,18/02/19,WD1
19FEW11779-111265-8,8,18/02/19,WD1
19FEW11898-211451-14,2,18/02/19,WD1
19FEW11899-111332-6,7,18/02/19,WD1
19FEW11910-111280-6,10,18/02/19,WD1
19FEW11955-111250-12,1,18/02/19,WD1
19FEW11958-111232-18,9,18/02/19,WD1
19FEW12059-210808-12,1,18/02/19,WD1
19FEW12143-211283-16,4,18/02/19,WD1
19FEW17803-51426-8,0,18/02/19,WD1
19FEW60151-211282-10,1,18/02/19,WD1
19FEW60234-211528-8,10,18/02/19,WD1
19FEW60234-211627-12,6,18/02/19,WD1
19FEW60271-210723-14,4,18/02/19,WD1
19FEW60319-111422-16,5,18/02/19,WD1
19FEW11636-110816-6,4,18/02/19,WD1
19FEW11694-110849-16,7,18/02/19,WD1
19FEW11709-110938-10,9,18/02/19,WD1
19FEW11775-110767-8,9,18/02/19,WD1
19FEW11776-110774-14,3,18/02/19,WD1
19FEW11787-110762-18,8,18/02/19,WD1
19FEW11796-210595-8,7,18/02/19,WD1
19FEW11880-111493-6,0,18/02/19,WD1
19FEW11904-211450-8,9,18/02/19,WD1
19FEW11912-111473-18,9,18/02/19,WD1
19FEW11913-111282-16,10,18/02/19,WD1
19FEW11930-211461-10,6,18/02/19,WD1
19FEW12044-P111615-14,7,18/02/19,WD1
19FEW12052-111622-8,4,18/02/19,WD1
19FEW12065-111263-8,5,18/02/19,WD1
19FEW12110-111472-8,2,18/02/19,WD1
19FEW17803-51426-6,5,18/02/19,WD1
19FEW60151-211539-14,7,18/02/19,WD1
19FEW60234-211277-18,2,18/02/19,WD1
19FEW60234-211282-18,3,18/02/19,WD1
19FEW60355-111475-10,2,18/02/19,WD1
19FEW60440-211509-14,0,18/02/19,WD1
19FEW11542-211521-8,0,18/02/19,WD1
19FEW11542-211539-10,4,18/02/19,WD1
19FEW11633-210716-10,0,18/02/19,WD1
19FEW11672-111414-6,1,18/02/19,WD1
19FEW11677-110881-14,2,18/02/19,WD1
19FEW11678-110854-18,4,18/02/19,WD1
19FEW11680-111455-8,9,18/02/19,WD1
19FEW11692-110859-14,8,18/02/19,WD1
19FEW11770-110748-14,1,18/02/19,WD1
19FEW11779-111265-12,10,18/02/19,WD1
19FEW11788-210585-6,3,18/02/19,WD1
19FEW11875-211440-18,7,18/02/19,WD1
19FEW11892-111340-14,10,18/02/19,WD1
19FEW11930-211461-8,0,18/02/19,WD1
19FEW11953-211452-6,2,18/02/19,WD1
19FEW11966-211459-8,1,18/02/19,WD1
19FEW12052-111622-16,2,18/02/19,WD1
19FEW12143-211282-12,8,18/02/19,WD1
19FEW12165-111492-12,2,18/02/19,WD1
19FEW60151-211529-16,2,18/02/19,WD1
19FEW60151-211529-18,5,18/02/19,WD1
19FEW60234-110806-16,2,18/02/19,WD1
19FEW60234-210719-6,4,18/02/19,WD1
19FEW60234-211544-12,2,18/02/19,WD1
19FEW60234-211562-6,7,18/02/19,WD1
19FEW60433-111497-WL,9,18/02/19,WD1
19FEW60437-111485-10,8,18/02/19,WD1
19FEW60469-211491-8,3,18/02/19,WD1
19FEW11075-110228-14,7,18/02/19,WD1
19FEW11542-211279-6,3,18/02/19,WD1
19FEW11542-211283-14,2,18/02/19,WD1
19FEW11639-310427-10,0,18/02/19,WD1
19FEW11685-110836-6,6,18/02/19,WD1
19FEW11774-110760-6,1,18/02/19,WD1
19FEW11901-111312-6,5,18/02/19,WD1
19FEW11930-211461-16,9,18/02/19,WD1
19FEW12110-111472-10,8,18/02/19,WD1
19FEW12115-111602-8,2,18/02/19,WD1
19FEW12143-211540-16,9,18/02/19,WD1
19FEW12160-111486-12,2,18/02/19,WD1
19FEW17801-51435-6,2,18/02/19,WD1
19FEW60234-210719-10,4,18/02/19,WD1
19FEW60234-211277-10,2,18/02/19,WD1
19FEW60234-211279-14,7,18/02/19,WD1
19FEW11542-211559-14,3,18/02/19,WD1
19FEW11542-211563-16,3,18/02/19,WD1
19FEW11630-110802-6,4,18/02/19,WD1
19FEW11639-310427-18,3,18/02/19,WD1
19FEW11648-110809-18,4,18/02/19,WD1
19FEW11657B-210723-16,4,18/02/19,WD1
19FEW11694-110849-6,3,18/02/19,WD1
19FEW11781-110758-6,0,18/02/19,WD1
19FEW11875-211440-6,7,18/02/19,WD1
19FEW11877-111309-12,8,18/02/19,WD1
19FEW11891-111341-10,4,18/02/19,WD1
19FEW11892-111340-18,3,18/02/19,WD1
19FEW11895-111772-18,10,18/02/19,WD1
19FEW11909-111773-12,8,18/02/19,WD1
19FEW11954-111223-6,8,18/02/19,WD1
19FEW11970-111254-10,0,18/02/19,WD1
19FEW12042-111621-10,5,18/02/19,WD1
19FEW12143-211282-16,0,18/02/19,WD1
19FEW12143-211540-18,1,18/02/19,WD1
19FEW12160-111486-10,8,18/02/19,WD1
19FEW12163-211472-16,3,18/02/19,WD1
19FEW12195-111200-10,4,18/02/19,WD1
19FEW17802-51427-16,9,18/02/19,WD1
19FEW17802-51427-18,9,18/02/19,WD1
19FEW60151-211279-16,8,18/02/19,WD1
19FEW60234-111562-6,4,18/02/19,WD1
19FEW60234-211558-14,6,18/02/19,WD1
19FEW60376-211432-16,3,18/02/19,WD1
19FEW60423-111223-8,9,18/02/19,WD1
19FEW60444-211146-WS,5,18/02/19,WD1
19FEW11658-310493-16,4,18/02/19,WD1
19FEW11660-310430-18,6,18/02/19,WD1
19FEW11673-110835-6,3,18/02/19,WD1
19FEW11682-110865-8,0,18/02/19,WD1
19FEW11689-110870-14,6,18/02/19,WD1
19FEW11690-110834-6,4,18/02/19,WD1
19FEW11790-110776-18,9,18/02/19,WD1
19FEW11880-111493-12,7,18/02/19,WD1
19FEW11887-111317-14,9,18/02/19,WD1
19FEW11893-111320-12,7,18/02/19,WD1
19FEW11898-211451-18,3,18/02/19,WD1
19FEW11899-111332-16,3,18/02/19,WD1
19FEW11919-111272-12,0,18/02/19,WD1
19FEW11955-111249-18,5,18/02/19,WD1
19FEW11962-111238-14,6,18/02/19,WD1
19FEW11972-111500-6,9,18/02/19,WD1
19FEW12060-110831-18,3,18/02/19,WD1
19FEW12064-110878-12,3,18/02/19,WD1
19FEW12064-110878-16,4,18/02/19,WD1
19FEW12161-111607-8,8,18/02/19,WD1
19FEW17803-51426-12,5,18/02/19,WD1
19FEW60151-211554-12,1,18/02/19,WD1
19FEW60151-211563-6,8,18/02/19,WD1
19FEW60234-211283-8,8,18/02/19,WD1
19FEW60234-211554-8,10,18/02/19,WD1
19FEW60351-111477-14,7,18/02/19,WD1
19FEW60371-211188-8,5,18/02/19,WD1
19FEW60423-111223-14,6,18/02/19,WD1
19FEW11542-211547-8,3,18/02/19,WD1
19FEW11542-211554-8,0,18/02/19,WD1
19FEW11664-310433-8,10,18/02/19,WD1
19FEW11785-111047-8,1,18/02/19,WD1
19FEW11786-310610-10,9,18/02/19,WD1
19FEW11791-110750-6,1,18/02/19,WD1
19FEW11792-111409-12,6,18/02/19,WD1
19FEW11793-110764-12,1,18/02/19,WD1
19FEW11875-211441-16,4,18/02/19,WD1
19FEW11877-111309-16,9,18/02/19,WD1
19FEW11899-111332-12,3,18/02/19,WD1
19FEW11904-211450-10,3,18/02/19,WD1
19FEW11913-111282-14,0,18/02/19,WD1
19FEW11958-111232-16,0,18/02/19,WD1
19FEW11966-211459-6,2,18/02/19,WD1
19FEW12039-P111610-12,2,18/02/19,WD1
19FEW12041-111614-12,5,18/02/19,WD1
19FEW12049-211436-6,0,18/02/19,WD1
19FEW12155-111069-6,4,18/02/19,WD1
19FEW12158-210774-10,4,18/02/19,WD1
19FEW17801-51435-18,3,18/02/19,WD1
19FEW60151-211277-16,5,18/02/19,WD1
19FEW60234-211562-8,6,18/02/19,WD1
19FEW60316-111421-14,3,18/02/19,WD1
19FEW60374-211431-10,2,18/02/19,WD1
19FEW60392-211462-12,7,18/02/19,WD1
19FEW80145-111052-WFS,5,18/02/19,WD1
19FEW11542-211276-18,1,18/02/19,WD1
19FEW11542-211539-6,2,18/02/19,WD1
19FEW11634-110810-14,9,18/02/19,WD1
19FEW11678-110854-12,5,18/02/19,WD1
19FEW11696-110869-14,6,18/02/19,WD1
19FEW11782-110756-18,5,18/02/19,WD1
19FEW11909-111773-14,10,18/02/19,WD1
19FEW11946-111225-6,1,18/02/19,WD1
19FEW12037-111573-18,3,18/02/19,WD1
19FEW12045-P111617-18,1,18/02/19,WD1
19FEW12065-111263-6,3,18/02/19,WD1
19FEW60234-211563-18,4,18/02/19,WD1
19FEW60286-210403-WG,1,18/02/19,WD1
19FEW60439-211508-14,5,18/02/19,WD1
19FEW11066-110212-6,0,18/02/19,WD1
19FEW11077-110234-16,3,18/02/19,WD1
19FEW11542-211527-14,4,18/02/19,WD1
19FEW11639-310427-12,2,18/02/19,WD1
19FEW11642-310491-12,6,18/02/19,WD1
19FEW11642-310491-18,8,18/02/19,WD1
19FEW11776-110774-16,7,18/02/19,WD1
19FEW11796-210595-12,1,18/02/19,WD1
19FEW11887-111317-18,8,18/02/19,WD1
19FEW11890-111322-14,7,18/02/19,WD1
19FEW11896-111457-14,5,18/02/19,WD1
19FEW11945-111253-18,9,18/02/19,WD1
19FEW11955-111250-10,9,18/02/19,WD1
19FEW11972-111500-10,5,18/02/19,WD1
19FEW11974-111240-8,8,18/02/19,WD1
19FEW12040-P111619-14,8,18/02/19,WD1
19FEW12061-110882-6,1,18/02/19,WD1
19FEW12062-111525-14,2,18/02/19,WD1
19FEW12065-111263-12,4,18/02/19,WD1
19FEW12115-111602-12,0,18/02/19,WD1
19FEW12155-111069-18,6,18/02/19,WD1
19FEW12156-111502-14,8,18/02/19,WD1
19FEW30206-211474-18,2,18/02/19,WD1
19FEW60302-111157-8,3,18/02/19,WD1
19FEW11542-211527-12,10,18/02/19,WD1
19FEW11542-211555-10,5,18/02/19,WD1
19FEW11631-310421-18,0,18/02/19,WD1
19FEW11677-110881-6,7,18/02/19,WD1
19FEW11679-110856-6,3,18/02/19,WD1
19FEW11684-110847-6,1,18/02/19,WD1
19FEW11696-110869-6,0,18/02/19,WD1
19FEW11704-110961-16,5,18/02/19,WD1
19FEW11776-110774-6,4,18/02/19,WD1
19FEW11787-110762-14,2,18/02/19,WD1
19FEW11787-110762-6,10,18/02/19,WD1
19FEW11795-110754-8,8,18/02/19,WD1
19FEW11891-111341-16,0,18/02/19,WD1
19FEW11896-111457-10,1,18/02/19,WD1
19FEW11896-111457-12,9,18/02/19,WD1
19FEW11904-211450-16,4,18/02/19,WD1
19FEW11975-211643-18,9,18/02/19,WD1
19FEW12045-P111617-14,10,18/02/19,WD1
19FEW12108-111577-14,3,18/02/19,WD1
19FEW60151-211507-6,9,18/02/19,WD1
19FEW60151-211529-8,0,18/02/19,WD1
19FEW60151-211558-10,5,18/02/19,WD1
19FEW60151-211558-8,8,18/02/19,WD1
19FEW60234-110945-8,7,18/02/19,WD1
19FEW60234-211282-10,9,18/02/19,WD1
19FEW60234-211529-18,6,18/02/19,WD1
19FEW60319-111422-6,8,18/02/19,WD1
19FEW60373-211197-WL,6,18/02/19,WD1
19FEW60437-111485-8,1,18/02/19,WD1
19FEW11542-211549-10,0,18/02/19,WD1
19FEW11542-211561-12,5,18/02/19,WD1
19FEW11542-211563-10,10,18/02/19,WD1
19FEW11638-110805-18,10,18/02/19,WD1
19FEW11649-110817-8,10,18/02/19,WD1
19FEW11655-310492-10,3,18/02/19,WD1
19FEW11668-110855-14,10,18/02/19,WD1
19FEW11776-110774-8,0,18/02/19,WD1
19FEW11778-110744-18,1,18/02/19,WD1
19FEW11779-111265-14,10,18/02/19,WD1
19FEW11791-110750-8,1,18/02/19,WD1
19FEW11900-111319-6,10,18/02/19,WD1
19FEW11919-111272-6,10,18/02/19,WD1
19FEW11973-111499-14,1,18/02/19,WD1
19FEW12036-211417-18,7,18/02/19,WD1
19FEW12066-111100-16,4,18/02/19,WD1
19FEW17821-68928-14,8,18/02/19,WD1
19FEW60151-211341-14,1,18/02/19,WD1
19FEW60151-211563-16,8,18/02/19,WD1
19FEW60234-210719-8,6,18/02/19,WD1
19FEW60291-211447-WL,5,18/02/19,WD1
19FEW60302-111157-14,0,18/02/19,WD1
19FEW60316-111421-6,8,18/02/19,WD1
19FEW60320-211323-14,9,18/02/19,WD1
19FEW60351-111477-16,1,18/02/19,WD1
19FEW11542-211520-12,6,18/02/19,WD1
19FEW11638-110805-8,6,18/02/19,WD1
19FEW11640-111055-8,4,18/02/19,WD1
19FEW11662-110812-14,5,18/02/19,WD1
19FEW11668-110855-16,1,18/02/19,WD1
19FEW11690-110832-16,3,18/02/19,WD1
19FEW11705-110953-8,4,18/02/19,WD1
19FEW11724-211422-8,1,18/02/19,WD1
19FEW11909-111310-18,0,18/02/19,WD1
19FEW11914-111300-16,1,18/02/19,WD1
19FEW11917-111296-14,3,18/02/19,WD1
19FEW11936-111288-14,9,18/02/19,WD1
19FEW11948-111463-10,3,18/02/19,WD1
19FEW11950-111234-10,4,18/02/19,WD1
19FEW11966-211459-10,5,18/02/19,WD1
19FEW12044-P111615-16,10,18/02/19,WD1
19FEW12060-110831-16,2,18/02/19,WD1
19FEW12115-111602-10,7,18/02/19,WD1
19FEW17928-310528-18,5,18/02/19,WD1
19FEW60151-211279-8,5,18/02/19,WD1
19FEW60151-211563-14,2,18/02/19,WD1
19FEW60234-211544-14,9,18/02/19,WD1
19FEW60234-211544-8,4,18/02/19,WD1
19FEW60316-111421-12,1,18/02/19,WD1
19FEW60467-11624-10,8,18/02/19,WD1
19FEW11066-110212-18,9,18/02/19,WD1
19FEW11070-110237-6,8,18/02/19,WD1
19FEW11075-110228-10,6,18/02/19,WD1
19FEW11542-211278-16,4,18/02/19,WD1
19FEW11542-211555-18,9,18/02/19,WD1
19FEW11636-110816-10,0,18/02/19,WD1
19FEW11648-110809-6,1,18/02/19,WD1
19FEW11684-110847-10,2,18/02/19,WD1
19FEW11735-211438-16,1,18/02/19,WD1
19FEW11794-111410-18,4,18/02/19,WD1
19FEW11924-111301-10,2,18/02/19,WD1
19FEW11927-111298-8,1,18/02/19,WD1
19FEW11950-111234-16,8,18/02/19,WD1
19FEW11968-111230-6,6,18/02/19,WD1
19FEW11975-211643-10,10,18/02/19,WD1
19FEW12034-P111608-10,9,18/02/19,WD1
19FEW60151-211341-12,1,18/02/19,WD1
19FEW60234-211284-12,10,18/02/19,WD1
19FEW60396-210845-16,0,18/02/19,WD1
19FEW60466-211151-8,1,18/02/19,WD1
19FEW11070-110237-12,4,18/02/19,WD1
19FEW11542-211275-18,6,18/02/19,WD1
19FEW11542-211278-6,0,18/02/19,WD1
19FEW11542-211283-16,0,18/02/19,WD1
19FEW11542-211284-16,3,18/02/19,WD1
19FEW11635-110811-8,5,18/02/19,WD1
19FEW11644-310431-8,2,18/02/19,WD1
19FEW11655-310492-14,8,18/02/19,WD1
19FEW11660B-310430-12,5,18/02/19,WD1
19FEW11674-111530-8,2,18/02/19,WD1
19FEW11682-110865-18,8,18/02/19,WD1
19FEW11693-110864-10,10,18/02/19,WD1
19FEW11788-210585-12,9,18/02/19,WD1
19FEW11788-210585-8,4,18/02/19,WD1
19FEW11790-110776-8,1,18/02/19,WD1
19FEW11904-211450-6,3,18/02/19,WD1
19FEW11926-111284-18,7,18/02/19,WD1
19FEW11930-211461-18,6,18/02/19,WD1
19FEW11954-111223-18,10,18/02/19,WD1
19FEW11963-111227-18,0,18/02/19,WD1
19FEW12040-P111619-10,10,18/02/19,WD1
19FEW12050-P111620-6,7,18/02/19,WD1
19FEW12060-110831-6,7,18/02/19,WD1
19FEW12109-111566-6,3,18/02/19,WD1
19FEW12115-111602-18,1,18/02/19,WD1
19FEW12143-211283-12,5,18/02/19,WD1
19FEW12143-211284-16,3,18/02/19,WD1
19FEW17810-51422-12,0,18/02/19,WD1
19FEW60234-211528-14,4,18/02/19,WD1
19FEW60372-211191-14,8,18/02/19,WD1
19FEW60374-211431-6,7,18/02/19,WD1
19FEW80231-211617-WFS,0,18/02/19,WD1
19FEW11542-211555-12,2,18/02/19,WD1
19FEW11638-110805-10,4,18/02/19,WD1
19FEW11655-310492-16,10,18/02/19,WD1
19FEW11687-111415-18,2,18/02/19,WD1
19FEW11695-111416-6,9,18/02/19,WD1
19FEW11875-211441-8,10,18/02/19,WD1
19FEW11967-211460-18,1,18/02/19,WD1
19FEW12059-210808-8,4,18/02/19,WD1
19FEW12111-111576-8,1,18/02/19,WD1
19FEW12115-111602-14,0,18/02/19,WD1
19FEW12143-211540-10,5,18/02/19,WD1
19FEW12157-111252-12,3,18/02/19,WD1
19FEW12160-111486-14,1,18/02/19,WD1
19FEW12163-211472-8,2,18/02/19,WD1
19FEW60234-211284-16,1,18/02/19,WD1
19FEW60234-211314-16,10,18/02/19,WD1
19FEW60234-211554-18,6,18/02/19,WD1
19FEW60287-210791-WL,10,18/02/19,WD1
19FEW60372-211191-18,9,18/02/19,WD1
19FEW60428-111336-10,6,18/02/19,WD1
19FEW11542-211276-14,10,18/02/19,WD1
19FEW11542-211543-6,3,18/02/19,WD1
19FEW11632-111450-14,6,18/02/19,WD1
19FEW11663-310435-6,6,18/02/19,WD1
19FEW11689-110870-6,9,18/02/19,WD1
19FEW11775-110767-10,7,18/02/19,WD1
19FEW11919-111271-8,1,18/02/19,WD1
19FEW11936-111288-10,1,18/02/19,WD1
19FEW11936-111288-6,5,18/02/19,WD1
19FEW11963-111227-6,0,18/02/19,WD1
19FEW11974-111240-6,0,18/02/19,WD1
19FEW12037-111611-16,5,18/02/19,WD1
19FEW12059-210808-18,3,18/02/19,WD1
19FEW12061-110882-8,0,18/02/19,WD1
19FEW17821-68928-16,6,18/02/19,WD1
19FEW17928-310527-14,6,18/02/19,WD1
19FEW60151-211277-12,10,18/02/19,WD1
19FEW60151-211554-8,6,18/02/19,WD1
19FEW60234-111563-6,8,18/02/19,WD1
19FEW60234-211282-6,9,18/02/19,WD1
19FEW60234-211283-10,3,18/02/19,WD1
19FEW60371-211188-18,1,18/02/19,WD1
19FEW60374-211431-18,1,18/02/19,WD1
19FEW60480-211637-6,9,18/02/19,WD1
19FEW11542-211525-10,3,18/02/19,WD1
19FEW11542-211527-8,0,18/02/19,WD1
19FEW11542-211561-18,1,18/02/19,WD1
19FEW11665-110843-8,4,18/02/19,WD1
19FEW11685-110836-10,0,18/02/19,WD1
19FEW11685-110836-14,9,18/02/19,WD1
19FEW11696-110869-18,3,18/02/19,WD1
19FEW11724-211422-6,8,18/02/19,WD1
19FEW11751-210836-16,0,18/02/19,WD1
19FEW11771-110752-6,4,18/02/19,WD1
19FEW11775-110767-14,10,18/02/19,WD1
19FEW11777-110773-6,9,18/02/19,WD1
19FEW11786-310610-14,10,18/02/19,WD1
19FEW11893-111320-8,2,18/02/19,WD1
19FEW11895-111337-18,6,18/02/19,WD1
19FEW11899-111332-18,6,18/02/19,WD1
19FEW11912-111473-12,6,18/02/19,WD1
19FEW11917-111296-16,3,18/02/19,WD1
19FEW11919-111271-16,8,18/02/19,WD1
19FEW12047-P111616-16,1,18/02/19,WD1
19FEW12069-110828-18,2,18/02/19,WD1
19FEW12109-111566-8,10,18/02/19,WD1
19FEW12143-211284-6,1,18/02/19,WD1
19FEW17807-51458-12,0,18/02/19,WD1
19FEW60151-211277-6,10,18/02/19,WD1
19FEW60234-211279-12,0,18/02/19,WD1
19FEW60320-211323-6,4,18/02/19,WD1
19FEW60372-211191-8,9,18/02/19,WD1
19FEW60376-211432-18,9,18/02/19,WD1
19FEW60469-211491-14,9,18/02/19,WD1
19FEW80208-111881-WFS,3,18/02/19,WD1
19FEW11542-211559-18,6,18/02/19,WD1
19FEW11633-210716-14,10,18/02/19,WD1
19FEW11682-110865-12,10,18/02/19,WD1
19FEW11705-110953-10,0,18/02/19,WD1
19FEW11788-210585-10,9,18/02/19,WD1
19FEW11794-111410-6,2,18/02/19,WD1
19FEW11879-111311-6,2,18/02/19,WD1
19FEW11882-111458-16,5,18/02/19,WD1
19FEW11890-111322-6,5,18/02/19,WD1
19FEW11925-211146-18,1,18/02/19,WD1
19FEW11964-111235-14,9,18/02/19,WD1
19FEW12045-P111617-12,2,18/02/19,WD1
19FEW12157-111252-10,2,18/02/19,WD1
19FEW17818-51432-18,7,18/02/19,WD1
19FEW60234-211556-18,4,18/02/19,WD1
19FEW60271-210723-12,10,18/02/19,WD1
19FEW60316-111421-18,7,18/02/19,WD1
19FEW60351-111477-6,1,18/02/19,WD1
19FEW60392-211462-10,10,18/02/19,WD1
19FEW60422-111496-10,6,18/02/19,WD1
19FEW60428-111336-18,4,18/02/19,WD1
19FEW11542-211275-6,3,18/02/19,WD1
19FEW11542-211276-12,2,18/02/19,WD1
19FEW11542-211527-6,4,18/02/19,WD1
19FEW11542-211531-18,2,18/02/19,WD1
19FEW11542-211552-6,9,18/02/19,WD1
19FEW11542-211564-16,7,18/02/19,WD1
19FEW11635-110811-16,8,18/02/19,WD1
19FEW11775-110766-12,10,18/02/19,WD1
19FEW11775-110767-12,6,18/02/19,WD1
19FEW11777-110773-18,7,18/02/19,WD1
19FEW11779-111263-6,10,18/02/19,WD1
19FEW11784-211323-8,8,18/02/19,WD1
19FEW11793-110764-16,6,18/02/19,WD1
19FEW11892-111340-6,7,18/02/19,WD1
19FEW11912-111473-16,8,18/02/19,WD1
19FEW11918-111277-18,2,18/02/19,WD1
19FEW11924-111301-6,3,18/02/19,WD1
19FEW11954-111223-12,9,18/02/19,WD1
19FEW12039-P111610-10,8,18/02/19,WD1
19FEW12041-111614-10,2,18/02/19,WD1
19FEW12042-111621-14,6,18/02/19,WD1
19FEW12064-110878-10,3,18/02/19,WD1
19FEW12117-111603-6,3,18/02/19,WD1
19FEW12163-211471-18,0,18/02/19,WD1
19FEW17818-51432-16,2,18/02/19,WD1
19FEW60151-211341-10,7,18/02/19,WD1
19FEW60151-211499-6,8,18/02/19,WD1
19FEW60151-211556-8,0,18/02/19,WD1
19FEW60234-111562-14,6,18/02/19,WD1
19FEW60234-211314-10,7,18/02/19,WD1
19FEW60234-211314-18,6,18/02/19,WD1
19FEW60234-211563-8,3,18/02/19,WD1
19FEW60271-210723-8,9,18/02/19,WD1
19FEW60287-210791-WM,9,18/02/19,WD1
19FEW60341-111474-WM,8,18/02/19,WD1
19FEW60440-211509-6,4,18/02/19,WD1
19FEW11070-110237-10,8,18/02/19,WD1
19FEW11542-211538-12,2,18/02/19,WD1
19FEW11639-310427-14,1,18/02/19,WD1
19FEW11665-110843-10,9,18/02/19,WD1
19FEW11670-110841-16,9,18/02/19,WD1
19FEW11674-111530-12,4,18/02/19,WD1
19FEW11685-110836-18,8,18/02/19,WD1
19FEW11773-110770-8,3,18/02/19,WD1
19FEW11776-110787-18,6,18/02/19,WD1
19FEW11877-111309-14,5,18/02/19,WD1
19FEW11879-111311-18,4,18/02/19,WD1
19FEW11883-111315-14,0,18/02/19,WD1
19FEW11907-111343-12,1,18/02/19,WD1
19FEW11907-111343-8,0,18/02/19,WD1
19FEW11955-111250-6,5,18/02/19,WD1
19FEW12037-111611-8,4,18/02/19,WD1
19FEW12044-P111615-12,3,18/02/19,WD1
19FEW12052-111622-6,7,18/02/19,WD1
19FEW30206-211474-8,4,18/02/19,WD1
19FEW60151-211528-8,7,18/02/19,WD1
19FEW60234-211528-6,4,18/02/19,WD1
19FEW60354-111287-6,4,18/02/19,WD1
19FEW60428-111336-16,2,18/02/19,WD1
19FEW11066-110212-10,10,18/02/19,WD1
19FEW11542-211279-18,8,18/02/19,WD1
19FEW11542-211283-12,7,18/02/19,WD1
19FEW11542-211284-6,3,18/02/19,WD1
19FEW11542-211527-16,7,18/02/19,WD1
19FEW11542-211543-10,8,18/02/19,WD1
19FEW11542-211547-14,4,18/02/19,WD1
19FEW11635-110811-12,1,18/02/19,WD1
19FEW11663-310435-10,3,18/02/19,WD1
19FEW11675-110868-6,0,18/02/19,WD1
19FEW11686-110827-6,7,18/02/19,WD1
19FEW11779-111263-12,3,18/02/19,WD1
19FEW11953-211452-16,0,18/02/19,WD1
19FEW11959-111888-8,1,18/02/19,WD1
19FEW11961-111241-14,9,18/02/19,WD1
19FEW11967-211460-10,10,18/02/19,WD1
19FEW11969-111233-12,8,18/02/19,WD1
19FEW11976-111246-10,0,18/02/19,WD1
19FEW12043-111618-8,10,18/02/19,WD1
19FEW12160-111486-16,8,18/02/19,WD1
19FEW60234-211563-10,6,18/02/19,WD1
19FEW60234-211563-16,8,18/02/19,WD1
19FEW60354-111287-16,0,18/02/19,WD1
19FEW60467-11624-12,3,18/02/19,WD1
19FEW11542-211564-6,5,18/02/19,WD1
19FEW11639-310427-16,3,18/02/19,WD1
19FEW11649-110817-14,3,18/02/19,WD1
19FEW11656-210723-6,8,18/02/19,WD1
19FEW11664-310433-14,3,18/02/19,WD1
19FEW11666B-110848-6,3,18/02/19,WD1
19FEW11695-111416-16,0,18/02/19,WD1
19FEW11772-110772-18,1,18/02/19,WD1
19FEW11791-110750-12,4,18/02/19,WD1
19FEW11876-111318-8,5,18/02/19,WD1
19FEW11877-111309-18,5,18/02/19,WD1
19FEW11878-111313-12,9,18/02/19,WD1
19FEW11880-111493-16,8,18/02/19,WD1
19FEW11893-111320-6,9,18/02/19,WD1
19FEW11903-111334-8,3,18/02/19,WD1
19FEW11913-111282-10,10,18/02/19,WD1
19FEW11926-111284-16,9,18/02/19,WD1
19FEW11936-111288-16,0,18/02/19,WD1
19FEW11976-111246-14,8,18/02/19,WD1
19FEW12062-111525-12,1,18/02/19,WD1
19FEW12111-111576-12,8,18/02/19,WD1
19FEW12157-111252-16,0,18/02/19,WD1
19FEW17928-310527-16,7,18/02/19,WD1
19FEW60151-211528-18,5,18/02/19,WD1
19FEW60234-211284-8,1,18/02/19,WD1
19FEW60234-211540-6,10,18/02/19,WD1
19FEW80183-211445-WFS,0,18/02/19,WD1
19FEW11499-110200-14,9,18/02/19,WD1
